,Quarter,Tm,Detail,MIN,DET
0,1.0,Lions,Horace King 34 yard pass from Gary Danielson (Benny Ricardo kick),0,7
1,1.0,Lions,Leonard Thompson 5 yard pass from Gary Danielson (Benny Ricardo kick),0,14
2,2.0,Vikings,Robert Miller 1 yard rush (Rick Danmeier kick),7,14
3,2.0,Lions,Leonard Thompson 17 yard pass from Gary Danielson (Benny Ricardo kick),7,21
4,2.0,Lions,Leonard Thompson 45 yard pass from Gary Danielson (Benny Ricardo kick),7,28
5,3.0,Vikings,Kevin Miller 34 yard pass from Fran Tarkenton (Rick Danmeier kick),14,28
6,3.0,Lions,Benny Ricardo 30 yard field goal,14,31
7,4.0,Lions,Horace King 5 yard pass from Gary Danielson (Benny Ricardo kick),14,38
8,4.0,Lions,Luther Bradley 76 yard interception return (Benny Ricardo kick),14,45
