,Quarter,Tm,Detail,NYG,WAS
0,1.0,Giants,Del Shofner 41 yard pass from Y.A. Tittle (Don Chandler kick),7,0
1,1.0,Giants,Joe Walton 17 yard pass from Y.A. Tittle (Don Chandler kick),14,0
2,2.0,Giants,Don Chandler 9 yard field goal,17,0
3,2.0,Redskins,Don Bosseler 1 yard rush (Bob Khayat kick),17,7
4,2.0,Redskins,Bill Anderson 11 yard pass from Norm Snead (Bob Khayat kick),17,14
5,4.0,Giants,Joe Walton 27 yard pass from Y.A. Tittle (Don Chandler kick),24,14
