,Quarter,Tm,Detail,GNB,CHI
0,2.0,Packers,Johnny Blood 17 yard pass from Verne Lewellen,6,0
1,3.0,Bears,Joey Sternaman 33 yard rush,6,6
2,4.0,Packers,Verne Lewellen 21 yard pass from Red Dunn (Red Dunn kick),13,6
3,4.0,Bears,Laurie Walquist 1 yard rush,13,12
