,Quarter,Tm,Detail,SFO,ATL
0,1.0,49ers,Roger Craig 6 yard rush (Ray Wersching kick),7,0
1,2.0,49ers,Wendell Tyler 8 yard pass from Joe Montana (Ray Wersching kick),14,0
2,2.0,Falcons,Stacey Bailey 18 yard pass from Steve Bartkowski (Mick Luckhurst kick),14,7
3,2.0,Falcons,Blane Gaison 64 yard defensive fumble return (Mick Luckhurst kick),14,14
4,3.0,49ers,Ray Wersching 25 yard field goal,17,14
5,4.0,Falcons,Gerald Riggs 40 yard rush (Mick Luckhurst kick),17,21
6,4.0,49ers,Joe Montana 11 yard rush (Ray Wersching kick),24,21
7,4.0,Falcons,Billy Johnson 47 yard pass from Steve Bartkowski (Mick Luckhurst kick),24,28
