,Quarter,Tm,Detail,NYJ,BUF
0,1.0,Bills,Nick Mike-Mayer 21 yard field goal,0,3
1,2.0,Bills,Joe Cribbs 28 yard pass from Joe Ferguson (Nick Mike-Mayer kick),0,10
2,3.0,Bills,Jerry Butler 19 yard pass from Joe Ferguson (Nick Mike-Mayer kick),0,17
3,3.0,Bills,Joe Cribbs 14 yard rush (Nick Mike-Mayer kick),0,24
4,3.0,Bills,Roosevelt Leaks 1 yard rush (Nick Mike-Mayer kick),0,31
