,Quarter,Tm,Detail,PIT,CLE
0,1.0,Browns,Otto Graham 1 yard rush (Lou Groza kick),0,7
1,2.0,Browns,Lou Groza 13 yard field goal,0,10
2,2.0,Browns,Marion Motley 33 yard pass from Otto Graham (Lou Groza kick),0,17
3,3.0,Browns,Marion Motley 69 yard rush (Lou Groza kick),0,24
4,3.0,Browns,Don Phelps 14 yard rush (Lou Groza kick),0,31
5,4.0,Steelers,Bob Gage 29 yard pass from Joe Gasparella (Joe Geri kick),7,31
6,4.0,Browns,Dub Jones 80 yard pass from Otto Graham (Lou Groza kick),7,38
7,4.0,Browns,Horace Gillom 38 yard pass from Cliff Lewis (Lou Groza kick),7,45
