,Quarter,Time,Tm,Detail,DET,TAM
0,1.0,,Buccaneers,Michael Husted 25 yard field goal,0,3
1,1.0,,Lions,Barry Sanders 80 yard rush (Jason Hanson kick),7,3
2,1.0,,Buccaneers,Warrick Dunn 59 yard pass from Trent Dilfer,7,9
3,2.0,,Lions,Jason Hanson 34 yard field goal,10,9
4,3.0,6:00,Lions,Barry Sanders 82 yard rush (Jason Hanson kick),17,9
5,4.0,6:00,Lions,Jason Hanson 39 yard field goal,20,9
6,4.0,6:00,Lions,Barry Sanders 7 yard pass from Scott Mitchell (Jason Hanson kick),27,9
