,Quarter,Tm,Detail,PIT,NYG
0,1.0,Giants,Bob Schnelker 18 yard pass from Charlie Conerly (Ben Agajanian kick),0,7
1,2.0,Giants,Bob Schnelker 10 yard pass from Charlie Conerly (Ben Agajanian kick),0,14
2,3.0,Giants,Kyle Rote 18 yard pass from Frank Gifford (Ben Agajanian kick),0,21
3,4.0,Giants,Jimmy Patton 50 yard interception return (Ben Agajanian kick),0,28
4,4.0,Giants,Ken MacAfee 28 yard pass from Bob Clatterbuck (Ben Agajanian kick),0,35
