,Quarter,Tm,Detail,HOU,PIT
0,1.0,Steelers,Sidney Thornton 1 yard rush (Matt Bahr kick),0,7
1,2.0,Steelers,Matt Bahr 45 yard field goal,0,10
2,3.0,Steelers,Sidney Thornton 16 yard pass from Terry Bradshaw (Matt Bahr kick),0,17
3,3.0,Steelers,Greg Hawthorne 8 yard rush (Matt Bahr kick),0,24
4,4.0,Steelers,Jim Smith 18 yard pass from Terry Bradshaw (Matt Bahr kick),0,31
5,4.0,Steelers,Dirt Winston 41 yard interception return (Matt Bahr kick),0,38
6,4.0,Oilers,Guido Merkens 9 yard pass from Gifford Nielsen (Toni Fritsch kick),7,38
