,Quarter,Tm,Detail,NYG,PHI
0,1.0,Giants,Raul Allegre 47 yard field goal,3,0
1,2.0,Eagles,Jimmie Giles 4 yard pass from Randall Cunningham (Luis Zendejas kick),3,7
2,2.0,Eagles,Keith Byars 5 yard pass from Randall Cunningham (Luis Zendejas kick),3,14
3,3.0,Eagles,Luis Zendejas 37 yard field goal,3,17
4,3.0,Giants,Raul Allegre 22 yard field goal,6,17
5,4.0,Giants,Zeke Mowatt 38 yard pass from Phil Simms (Raul Allegre kick),13,17
6,4.0,Eagles,Cris Carter 80 yard pass from Randall Cunningham (Luis Zendejas kick),13,24
