,Quarter,Tm,Detail,WAS,NYG
0,1.0,Redskins,Cliff Battles 2 yard rush (Riley Smith kick),7,0
1,1.0,Redskins,Cliff Battles 1 yard rush (Riley Smith kick),14,0
2,2.0,Redskins,Max Krause 5 yard rush (Riley Smith kick),21,0
3,3.0,Giants,Ward Cuff 62 yard pass from Ed Danowski (Tillie Manton kick),21,7
4,3.0,Giants,Tuffy Leemans 6 yard pass from Ed Danowski (Tillie Manton kick),21,14
5,3.0,Redskins,Ed Justice 41 yard pass from Sammy Baugh (Riley Smith kick),28,14
6,4.0,Redskins,Wayne Millner blocked punt recovery in end zone (Riley Smith kick),35,14
7,4.0,Redskins,Riley Smith 1 yard rush (Riley Smith kick),42,14
8,4.0,Redskins,Wayne Millner 24 yard pass from Riley Smith (Riley Smith kick),49,14
