,Quarter,Tm,Detail,PHI,WAS
0,1.0,Eagles,Charlie Smith 28 yard pass from Mike Boryla (Horst Muhlmann kick),7,0
1,1.0,Redskins,Mark Moseley 25 yard field goal,7,3
2,2.0,Eagles,Horst Muhlmann 25 yard field goal,10,3
3,3.0,Eagles,Horst Muhlmann 23 yard field goal,13,3
4,3.0,Eagles,Joe Lavender 36 yard interception return (Horst Muhlmann kick),20,3
5,4.0,Eagles,Frank LeMaster 89 yard interception return,26,3
