,Quarter,Tm,Detail,DET,GNB
0,1.0,Lions,Errol Mann 28 yard field goal,3,0
1,1.0,Lions,Levi Johnson special teams fumble recovery in end zone (Errol Mann kick),10,0
2,2.0,Lions,Larry Ball 34 yard blocked punt return (Errol Mann kick),17,0
3,2.0,Packers,Chester Marcol 21 yard field goal,17,3
4,3.0,Packers,John Brockington 5 yard rush (Dave Pureifory kick),17,10
5,3.0,Lions,Dexter Bussey 1 yard rush (Errol Mann kick),24,10
6,4.0,Lions,Errol Mann 18 yard field goal,27,10
7,4.0,Packers,John Brockington 2 yard rush,27,16
8,4.0,Lions,Errol Mann 47 yard field goal,30,16
