,Quarter,Tm,Detail,RAM,CHI
0,2.0,Bears,Andy Livingston 3 yard rush (Roger LeClerc kick),0,7
1,2.0,Bears,Roger LeClerc 26 yard field goal,0,10
2,2.0,Rams,Bruce Gossett 16 yard field goal,3,10
3,3.0,Rams,Bruce Gossett 13 yard field goal,6,10
4,3.0,Bears,Gale Sayers 80 yard pass from Rudy Bukich (Roger LeClerc kick),6,17
5,4.0,Bears,Rudy Bukich 1 yard rush (Roger LeClerc kick),6,24
6,4.0,Bears,Dick Gordon 26 yard pass from Gale Sayers (Roger LeClerc kick),6,31
