,Quarter,Tm,Detail,NYG,WAS
0,1.0,Redskins,Bill Dudley 16 yard field goal,0,3
1,1.0,Redskins,Hugh Taylor 38 yard pass from Jack Scarbath (Bill Dudley kick),0,10
2,1.0,Giants,"Safety, Doll tackled in end zone by Long",2,10
3,2.0,Giants,Frank Gifford 18 yard touchdown on a lateral (Randy Clay kick),9,10
4,3.0,Redskins,Bill Dudley 16 yard field goal,9,13
