,Quarter,Tm,Detail,PIT,CLE
0,2.0,Browns,Horace Gillom 38 yard fumble return (Lou Groza kick),0,7
1,2.0,Browns,Lou Groza 25 yard field goal,0,10
2,3.0,Browns,Warren Lahr 27 yard interception return (Lou Groza kick),0,17
