,Quarter,Tm,Detail,GNB,CHI
0,1.0,Packers,Billy Grimes 73 yard rush (Ted Fritsch kick),7,0
1,2.0,Bears,Johnny Lujack 25 yard rush (Johnny Lujack kick),7,7
2,3.0,Bears,Harper Davis 36 yard rush (Johnny Lujack kick),7,14
3,3.0,Bears,Johnny Lujack 1 yard rush (Johnny Lujack kick),7,21
4,4.0,Bears,Johnny Lujack 8 yard rush (Johnny Lujack kick),7,28
5,4.0,Packers,Breezy Reid 14 yard rush (Ted Fritsch kick),14,28
