,Quarter,Tm,Detail,DAL,NYG
0,1.0,Cowboys,Danny Villanueva 25 yard field goal,3,0
1,1.0,Cowboys,Bob Hayes 65 yard pass from Don Meredith (Danny Villanueva kick),10,0
2,2.0,Giants,Aaron Thomas 30 yard pass from Earl Morrall (Andy Stynchula kick),10,7
3,2.0,Cowboys,Bob Hayes 33 yard pass from Don Meredith (Danny Villanueva kick),17,7
4,3.0,Giants,Bobby Crespino 7 yard pass from Earl Morrall (Andy Stynchula kick),17,14
5,4.0,Cowboys,Obert Logan 60 yard blocked field goal return (Danny Villanueva kick),24,14
6,4.0,Giants,Bobby Crespino 4 yard pass from Earl Morrall,24,20
7,4.0,Cowboys,Buddy Dial 29 yard pass from Don Meredith (Danny Villanueva kick),31,20
8,4.0,Cowboys,J.D. Smith 2 yard rush (Danny Villanueva kick),38,20
