,Quarter,Tm,Detail,WAS,NYG
0,1.0,Redskins,Bob Masterson 26 yard field goal,3,0
1,3.0,Redskins,Andy Farkas 1 yard rush (Bob Masterson kick),10,0
2,3.0,Giants,Bill Paschal 1 yard rush (Ward Cuff kick),10,7
3,4.0,Giants,Bill Paschal 53 yard rush (Ward Cuff kick),10,14
