,Quarter,Tm,Detail,WAS,PHI
0,1.0,Redskins,Ricky Thompson 54 yard pass from Joe Theismann (Mark Moseley kick),7,0
1,1.0,Eagles,Leroy Harris 51 yard pass from Ron Jaworski (Tony Franklin kick),7,7
2,2.0,Eagles,Wilbert Montgomery 3 yard rush (Tony Franklin kick),7,14
3,2.0,Eagles,Harold Carmichael 6 yard pass from Ron Jaworski (Tony Franklin kick),7,21
4,3.0,Eagles,Tony Franklin 39 yard field goal,7,24
5,4.0,Redskins,Rickey Claitt 10 yard rush (Mark Moseley kick),14,24
