,Quarter,Tm,Detail,WAS,PIT
0,1.0,Steelers,Mike Clark 34 yard field goal,0,3
1,2.0,Redskins,Dan Lewis 1 yard rush (Bob Jencks kick),7,3
2,2.0,Redskins,Bob Jencks 9 yard field goal,10,3
3,3.0,Redskins,Charley Taylor 8 yard rush (Bob Jencks kick),17,3
4,3.0,Redskins,Angelo Coia 45 yard pass from Sonny Jurgensen (Bob Jencks kick),24,3
5,4.0,Redskins,Rickie Harris 57 yard punt return (Bob Jencks kick),31,3
