,Quarter,Tm,Detail,DAL,RAM
0,1.0,Rams,Cullen Bryant 4 yard rush (Frank Corral kick),0,7
1,2.0,Rams,Jewerl Thomas 34 yard rush (Frank Corral kick),0,14
2,2.0,Rams,Billy Waddy 40 yard pass from Vince Ferragamo (Frank Corral kick),0,21
3,2.0,Rams,Preston Dennard 34 yard pass from Vince Ferragamo (Frank Corral kick),0,28
4,3.0,Rams,Frank Corral 27 yard field goal,0,31
5,3.0,Rams,Victor Hicks 1 yard pass from Vince Ferragamo (Frank Corral kick),0,38
6,4.0,Cowboys,Tony Hill 36 yard pass from Danny White (Rafael Septien kick),7,38
7,4.0,Cowboys,Butch Johnson 17 yard pass from Glenn Carano (Rafael Septien kick),14,38
