,Quarter,Time,Tm,Detail,TAM,NOR
0,1.0,11:12,Saints,David Thomas 9 yard pass from Drew Brees (Garrett Hartley kick),0,7
1,2.0,13:23,Saints,Garrett Hartley 25 yard field goal,0,10
2,2.0,4:57,Saints,Darren Sproles 2 yard pass from Drew Brees (Garrett Hartley kick),0,17
3,2.0,0:09,Saints,Lance Moore 7 yard pass from Drew Brees (Garrett Hartley kick),0,24
4,3.0,9:05,Saints,Joe Morgan 34 yard pass from Drew Brees (Garrett Hartley kick),0,31
5,4.0,8:09,Saints,Garrett Hartley 36 yard field goal,0,34
6,4.0,4:54,Saints,Mark Ingram 11 yard rush (Garrett Hartley kick),0,41
