,Quarter,Tm,Detail,CHI,RAM
0,1.0,Rams,Jesse Whittenton 30 yard interception return (Les Richter kick),0,7
1,1.0,Bears,Harlon Hill 57 yard pass from Ed Brown (George Blanda kick),7,7
2,1.0,Rams,Tank Younger 16 yard rush (Les Richter kick),7,14
3,2.0,Bears,John Hoffman 35 yard rush (George Blanda kick),14,14
4,2.0,Rams,Will Sherman 76 yard punt return (Les Richter kick),14,21
5,2.0,Bears,Harlon Hill 13 yard pass from George Blanda (George Blanda kick),21,21
6,3.0,Rams,Les Richter 13 yard field goal,21,24
7,3.0,Bears,Perry Jeter 9 yard rush (George Blanda kick),28,24
8,4.0,Bears,Perry Jeter 7 yard rush (George Blanda kick),35,24
