,Quarter,Tm,Detail,DAL,NYG
0,1.0,Cowboys,Frank Clarke 12 yard pass from Eddie LeBaron (Allen Green kick),7,0
1,2.0,Cowboys,Dick Bielski 14 yard pass from Eddie LeBaron (Allen Green kick),14,0
2,2.0,Giants,Kyle Rote 6 yard pass from Bob Gaiters (Pat Summerall kick),14,7
3,2.0,Giants,Pat Summerall 44 yard field goal,14,10
4,3.0,Giants,Pat Summerall 31 yard field goal,14,13
5,4.0,Giants,Pat Summerall 13 yard field goal,14,16
6,4.0,Cowboys,Allen Green 32 yard field goal,17,16
