,Quarter,Time,Tm,Detail,WAS,NYG
0,1.0,11:26,Giants,Brandon Jacobs 8 yard rush (Lawrence Tynes kick),0,7
1,1.0,5:22,Giants,Ahmad Bradshaw 4 yard rush (Lawrence Tynes kick),0,14
2,2.0,1:55,Giants,Ahmad Bradshaw 10 yard rush (Lawrence Tynes kick),0,21
3,3.0,6:36,Giants,Brandon Jacobs 28 yard rush (Lawrence Tynes kick),0,28
4,3.0,4:35,Redskins,Anthony Armstrong 33 yard pass from Donovan McNabb (Graham Gano kick),7,28
5,4.0,9:00,Giants,Lawrence Tynes 28 yard field goal,7,31
