,Quarter,Tm,Detail,SFO,RAM
0,1.0,49ers,Ray Wersching 46 yard field goal,3,0
1,2.0,49ers,Ray Wersching 46 yard field goal,6,0
2,2.0,49ers,Roger Craig 64 yard pass from Joe Montana (pass failed),12,0
3,2.0,49ers,Freddie Solomon 6 yard pass from Joe Montana (Ray Wersching kick),19,0
4,3.0,49ers,Roger Craig 6 yard rush (Ray Wersching kick),26,0
5,4.0,49ers,Dwight Clark 44 yard pass from Joe Montana (Ray Wersching kick),33,0
