,Quarter,Tm,Detail,PIT,PHI
0,1.0,Eagles,Billy Ray Barnes 9 yard rush (Bobby Walston kick),0,7
1,1.0,Eagles,Tommy McDonald 24 yard pass from Norm Van Brocklin (Bobby Walston kick),0,14
2,2.0,Eagles,Bobby Walston 21 yard field goal,0,17
3,3.0,Eagles,Tommy McDonald 39 yard pass from Norm Van Brocklin (Bobby Walston kick),0,24
4,4.0,Eagles,Bobby Walston 11 yard field goal,0,27
5,4.0,Steelers,Buddy Dial 50 yard pass from Tom Tracy (Bobby Layne kick),7,27
6,4.0,Eagles,Tommy McDonald 26 yard pass from Norm Van Brocklin (Bobby Walston kick),7,34
