,Quarter,Time,Tm,Detail,MIN,DET
0,1.0,,Vikings,Scott Sisson 31 yard field goal,3,0
1,2.0,,Vikings,Amp Lee 3 yard pass from Brad Johnson (Scott Sisson kick),10,0
2,2.0,,Lions,Johnnie Morton 15 yard pass from Scott Mitchell (Jason Hanson kick),10,7
3,2.0,,Vikings,Jake Reed 13 yard pass from Brad Johnson (Scott Sisson kick),17,7
4,2.0,,Lions,Jason Hanson 30 yard field goal,17,10
5,3.0,,Lions,Jason Hanson 48 yard field goal,17,13
6,4.0,,Lions,Jason Hanson 31 yard field goal,17,16
7,4.0,,Vikings,Cris Carter 30 yard pass from Brad Johnson (Scott Sisson kick),24,16
8,4.0,,Lions,Barry Sanders 2 yard rush (pass failed),24,22
