,Quarter,Tm,Detail,DET,GNB
0,2.0,Packers,Carl Mulleneaux 28 yard pass from Cecil Isbell (Don Hutson kick),0,7
1,2.0,Lions,Cotton Price 1 yard rush (Chuck Hanneman kick),7,7
2,3.0,Packers,Bob Adkins 55 yard pass from Arnie Herber (Don Hutson kick),7,14
3,3.0,Lions,Howie Weiss 2 yard rush (Chuck Hanneman kick),14,14
4,3.0,Lions,Chuck Hanneman 22 yard field goal,17,14
5,4.0,Lions,Alex Wojciechowicz 11 yard interception return (Cotton Price kick failed),23,14
