,Quarter,Time,Tm,Detail,TAM,CAR
0,1.0,4:57,Buccaneers,Martin Gramatica 32 yard field goal,3,0
1,2.0,10:52,Panthers,Shayne Graham 20 yard field goal,3,3
2,3.0,8:44,Panthers,Shayne Graham 47 yard field goal,3,6
3,3.0,1:36,Panthers,Shayne Graham 39 yard field goal,3,9
4,4.0,10:05,Buccaneers,Martin Gramatica 52 yard field goal,6,9
5,4.0,1:55,Buccaneers,Martin Gramatica 53 yard field goal,9,9
6,4.0,0:05,Buccaneers,Martin Gramatica 47 yard field goal,12,9
