,Quarter,Tm,Detail,RAM,CHI
0,1.0,Bears,Kevin Butler 30 yard field goal,0,3
1,3.0,Rams,Mike Lansford 26 yard field goal,3,3
2,3.0,Rams,LeRoy Irvin 22 yard special teams fumble return (Mike Lansford kick),10,3
3,3.0,Bears,Thomas Sanders 10 yard rush (Kevin Butler kick),10,10
4,3.0,Bears,Thomas Sanders 34 yard rush (Kevin Butler kick),10,17
5,3.0,Rams,Ron Brown 65 yard pass from Steve Dils (Mike Lansford kick),17,17
6,4.0,Rams,Mike Lansford 50 yard field goal,20,17
