,Quarter,Tm,Detail,NYJ,MIA
0,1.0,Dolphins,Mercury Morris 3 yard rush (Garo Yepremian kick),0,7
1,1.0,Dolphins,Marlin Briscoe 12 yard pass from Bob Griese (Garo Yepremian kick),0,14
2,2.0,Dolphins,Garo Yepremian 19 yard field goal,0,17
3,2.0,Dolphins,Paul Warfield 3 yard pass from Bob Griese (Garo Yepremian kick),0,24
4,3.0,Dolphins,Paul Warfield 40 yard pass from Bob Griese (Garo Yepremian kick),0,31
5,4.0,Jets,Bobby Howfield 38 yard field goal,3,31
