,Quarter,Time,Tm,Detail,DAL,PHI
0,1.0,10:41,Eagles,Jeremy Maclin 12 yard pass from Michael Vick (Alex Henery kick),0,7
1,1.0,2:40,Eagles,LeSean McCoy 2 yard rush (Alex Henery kick),0,14
2,2.0,10:13,Eagles,Brent Celek 9 yard pass from Michael Vick (Alex Henery kick),0,21
3,2.0,1:46,Eagles,Alex Henery 23 yard field goal,0,24
4,3.0,5:55,Eagles,Alex Henery 26 yard field goal,0,27
5,4.0,13:21,Eagles,LeSean McCoy 13 yard rush (Alex Henery kick),0,34
6,4.0,12:44,Cowboys,Laurent Robinson 70 yard pass from Tony Romo (Dan Bailey kick),7,34
