,Quarter,Time,Tm,Detail,NWE,NYJ
0,1.0,6:17,Patriots,Sony Michel 3 yard rush (Mike Nugent kick),7,0
1,1.0,3:53,Patriots,Mike Nugent 34 yard field goal,10,0
2,1.0,0:14,Patriots,Phillip Dorsett 26 yard pass from Tom Brady (Mike Nugent kick),17,0
3,2.0,9:22,Patriots,Sony Michel 1 yard rush (Mike Nugent kick),24,0
4,3.0,7:45,Patriots,"Safety, Sam Darnold Illegal Bat in end zone",26,0
5,4.0,12:36,Patriots,Sony Michel 1 yard rush (Mike Nugent kick),33,0
