,Quarter,Tm,Detail,KAN,SDG
0,1.0,Chargers,Wes Chandler 10 yard pass from Dan Fouts (Vince Abbott kick),0,7
1,1.0,Chargers,Gary Anderson 1 yard rush (Vince Abbott kick),0,14
2,2.0,Chargers,Les Miller defensive fumble recovery in end zone (Vince Abbott kick),0,21
3,2.0,Chargers,Dan Fouts 1 yard rush (Vince Abbott kick),0,28
4,2.0,Chiefs,Carlos Carson 14 yard pass from Bill Kenney (Nick Lowery kick),7,28
5,2.0,Chargers,Kellen Winslow 19 yard pass from Dan Fouts (Vince Abbott kick),7,35
6,2.0,Chiefs,Carlos Carson 63 yard pass from Bill Kenney (Nick Lowery kick),14,35
7,3.0,Chiefs,Christian Okoye 1 yard rush (Nick Lowery kick),21,35
8,4.0,Chargers,Gary Anderson 1 yard rush (Vince Abbott kick),21,42
