,Quarter,Tm,Detail,RAM,GNB
0,2.0,Rams,David Ray 28 yard field goal,3,0
1,2.0,Packers,Jon Staggers 68 yard punt return (Chester Marcol kick),3,7
2,3.0,Packers,Chester Marcol 32 yard field goal,3,10
3,4.0,Rams,David Ray 28 yard field goal,6,10
4,4.0,Packers,John Brockington 5 yard rush (Chester Marcol kick),6,17
