,Quarter,Tm,Detail,PIT,HOU
0,1.0,Oilers,Alvin Reed 27 yard pass from Dan Pastorini (Mark Moseley kick),0,7
1,1.0,Oilers,Mark Moseley 25 yard field goal,0,10
2,1.0,Oilers,Woody Campbell 8 yard rush,0,16
3,2.0,Oilers,Mark Moseley 37 yard field goal,0,19
4,2.0,Oilers,Mark Moseley 25 yard field goal,0,22
5,2.0,Steelers,Roy Gerela 15 yard field goal,3,22
6,4.0,Oilers,Robert Holmes 4 yard rush (Mark Moseley kick),3,29
