,Quarter,Tm,Detail,DET,RAM
0,1.0,Lions,Dan Lewis 6 yard rush (Jim Martin kick),7,0
1,1.0,Rams,Jon Arnett 105 yard kickoff return (Danny Villanueva kick),7,7
2,3.0,Lions,Jim Ninowski 4 yard rush (Jim Martin kick),14,7
3,3.0,Rams,Danny Villanueva 29 yard field goal,14,10
4,3.0,Lions,Dan Lewis 7 yard rush (Jim Martin kick),21,10
5,4.0,Lions,Ken Webb 1 yard rush (Jim Martin kick),28,10
