,Quarter,Tm,Detail,RAM,CHI
0,1.0,Rams,Bob Boyd 80 yard pass from Norm Van Brocklin (Les Richter kick),7,0
1,1.0,Bears,Gene Schroeder 71 yard pass from Zeke Bratkowski (Bill George kick),7,7
2,1.0,Bears,Larry Brink 84 yard fumble return (Bill George kick),7,14
3,2.0,Rams,Les Richter 23 yard field goal,10,14
4,2.0,Bears,Bill George 17 yard field goal,10,17
5,2.0,Rams,Les Richter 33 yard field goal,13,17
6,3.0,Bears,Harlon Hill 7 yard pass from Zeke Bratkowski (Bill George kick),13,24
