,Quarter,Tm,Detail,PHI,WAS
0,1.0,Redskins,Steve Junker 5 yard pass from Norm Snead (Bob Khayat kick),0,7
1,2.0,Redskins,Dick James 10 yard pass from Norm Snead (Bob Khayat kick),0,14
2,2.0,Eagles,Timmy Brown 99 yard kickoff return (Bobby Walston kick),7,14
3,2.0,Eagles,Pete Retzlaff 12 yard pass from Sonny Jurgensen (Bobby Walston kick),14,14
4,3.0,Eagles,Timmy Brown 3 yard rush (Bobby Walston kick),21,14
5,3.0,Eagles,Timmy Brown 10 yard pass from Tommy McDonald (Bobby Walston kick),28,14
6,4.0,Eagles,Frank Budd 49 yard pass from Sonny Jurgensen,34,14
7,4.0,Eagles,John Wittenborn 27 yard field goal,37,14
