,Quarter,Tm,Detail,PIT,CIN
0,1.0,Bengals,Doug Pelfrey 32 yard field goal,0,3
1,2.0,Bengals,Darryl Williams 97 yard interception return,0,9
2,2.0,Bengals,Jeff Query 7 yard pass from Jay Schroeder (Doug Pelfrey kick),0,16
3,2.0,Steelers,Eric Green 71 yard pass from Neil O'Donnell (Gary Anderson kick),7,16
4,2.0,Steelers,Merril Hoge 9 yard pass from Neil O'Donnell (Gary Anderson kick),14,16
5,4.0,Steelers,Barry Foster 1 yard rush (Gary Anderson kick),21,16
6,4.0,Steelers,Gary Anderson 23 yard field goal,24,16
