,Quarter,Tm,Detail,CHI,GNB
0,1.0,Packers,Max McGee 11 yard pass from Bart Starr (Paul Hornung kick),0,7
1,2.0,Bears,Bob Jencks 8 yard field goal,3,7
2,2.0,Packers,Tom Moore 33 yard pass from Bart Starr (Paul Hornung kick),3,14
3,2.0,Packers,Paul Hornung 52 yard field goal,3,17
4,3.0,Bears,Bob Jencks 36 yard field goal,6,17
5,3.0,Bears,Mike Ditka 13 yard pass from Rudy Bukich,12,17
6,3.0,Packers,Paul Hornung 29 yard field goal,12,20
7,4.0,Packers,Paul Hornung 20 yard field goal,12,23
