,Quarter,Tm,Detail,CHI,DET
0,1.0,Lions,Ace Gutowsky 4 yard rush (Dutch Clark kick),0,7
1,2.0,Bears,Gene Ronzani 14 yard pass from Keith Molesworth (Jack Manders kick),7,7
2,2.0,Lions,Glenn Presnell 34 yard field goal,7,10
3,2.0,Lions,Ace Gutowsky 1 yard rush (Glenn Presnell kick failed),7,16
4,3.0,Bears,Jack Manders 21 yard field goal,10,16
5,3.0,Bears,Jack Manders 42 yard field goal,13,16
6,4.0,Bears,Bill Hewitt 2 yard pass from Bronko Nagurski,19,16
