,Quarter,Tm,Detail,WAS,DAL
0,1.0,Redskins,Jim Martin 31 yard field goal,3,0
1,2.0,Redskins,Jim Martin 41 yard field goal,6,0
2,2.0,Cowboys,Don Perkins 1 yard rush (Dick Van Raaphorst kick),6,7
3,2.0,Cowboys,Don Perkins 3 yard rush (Dick Van Raaphorst kick),6,14
4,2.0,Redskins,Jim Martin 32 yard field goal,9,14
5,3.0,Cowboys,Dick Van Raaphorst 15 yard field goal,9,17
6,4.0,Cowboys,Mel Renfro 39 yard interception return (Dick Van Raaphorst kick),9,24
7,4.0,Redskins,"Safety, Jordan recovered fumble tackled by Nisby in end zone",11,24
8,4.0,Redskins,J.W. Lockett 29 yard pass from George Izo (Jim Martin kick),18,24
