,Quarter,Time,Tm,Detail,IND,OAK
0,2.0,14:57,Raiders,Andre Holmes 1 yard pass from Derek Carr (Sebastian Janikowski kick),0,7
1,2.0,9:49,Colts,Donte Moncrief 24 yard pass from Andrew Luck (Adam Vinatieri kick),7,7
2,2.0,5:50,Raiders,Clive Walford 5 yard pass from Derek Carr (Sebastian Janikowski kick failed),7,13
3,2.0,0:18,Raiders,Jalen Richard 4 yard pass from Derek Carr (Sebastian Janikowski kick failed),7,19
4,3.0,10:48,Raiders,DeAndre Washington 22 yard rush (Sebastian Janikowski kick),7,26
5,3.0,8:40,Raiders,DeAndre Washington 22 yard rush (Sebastian Janikowski kick),7,33
6,3.0,5:18,Colts,Robert Turbin 3 yard pass from Andrew Luck (Adam Vinatieri kick),14,33
7,4.0,7:40,Colts,Andrew Luck 11 yard rush (T.Y. Hilton pass from Andrew Luck ),22,33
8,4.0,2:33,Colts,Adam Vinatieri 42 yard field goal,25,33
