,Quarter,Tm,Detail,NYG,WAS
0,2.0,Giants,Mark Bavaro 9 yard pass from Phil Simms (Raul Allegre kick),7,0
1,2.0,Redskins,Kelvin Bryant 4 yard rush (Max Zendejas kick),7,7
2,2.0,Giants,Bobby Johnson 7 yard pass from Phil Simms (Raul Allegre kick),14,7
3,3.0,Giants,Raul Allegre 21 yard field goal,17,7
4,3.0,Giants,Phil McConkey 16 yard pass from Phil Simms (Raul Allegre kick),24,7
5,4.0,Redskins,Kelvin Bryant 22 yard pass from Jay Schroeder (Max Zendejas kick),24,14
