,Quarter,Tm,Detail,NYJ,BUF
0,1.0,Bills,John Leypoldt 42 yard field goal,0,3
1,4.0,Bills,John Leypoldt 20 yard field goal,0,6
2,4.0,Bills,John Leypoldt 42 yard field goal,0,9
3,4.0,Jets,Jerome Barkum 34 yard pass from Al Woodall (Bobby Howfield kick),7,9
