,Quarter,Tm,Detail,DET,RAM
0,1.0,Rams,Fred Gehrke 11 yard rush (Bob Waterfield kick),0,7
1,2.0,Rams,Tom Harmon 45 yard pass from Bob Waterfield (Bob Waterfield kick),0,14
2,2.0,Rams,Bob Shaw 3 yard pass from Jim Hardy (Bob Waterfield kick),0,21
3,3.0,Lions,Camp Wilson 1 yard rush (Chuck DeShane kick),7,21
4,3.0,Lions,Billy deCorrevont 56 yard pass from Jim Callahan (Chuck DeShane kick),14,21
5,3.0,Rams,Jim Benton 34 yard pass from Bob Waterfield (Bob Waterfield kick),14,28
6,4.0,Rams,Kenny Washington 3 yard rush (Bob Waterfield kick),14,35
