,Quarter,Tm,Detail,WAS,PIT
0,2,Redskins,Dick Todd 3 yard pass from Sammy Baugh (Bob Masterson kick),7,0
1,3,Redskins,Ed Cifers 9 yard blocked punt return (Bob Masterson kick),14,0
