,Quarter,Time,Tm,Detail,BUF,NWE
0,1.0,11:59,Bills,Robert Woods 6 yard pass from Kyle Orton (Dan Carpenter kick),7,0
1,1.0,3:02,Patriots,Stephen Gostkowski 24 yard field goal,7,3
2,2.0,10:38,Bills,Anthony Dixon 1 yard rush (Dan Carpenter kick),14,3
3,2.0,5:07,Patriots,Stephen Gostkowski 44 yard field goal,14,6
4,2.0,2:14,Bills,Dan Carpenter 48 yard field goal,17,6
5,3.0,0:37,Patriots,Stephen Gostkowski 35 yard field goal,17,9
