,Quarter,Tm,Detail,WAS,DAL
0,2.0,Redskins,Jerry Smith 29 yard pass from Sonny Jurgensen (Gene Mingo kick),7,0
1,2.0,Cowboys,Lance Rentzel 6 yard pass from Don Meredith,7,6
2,2.0,Redskins,Jerry Smith 4 yard pass from Sonny Jurgensen (Gene Mingo kick),14,6
3,3.0,Redskins,A.D. Whitfield 14 yard pass from Sonny Jurgensen,20,6
4,4.0,Redskins,Bobby Mitchell 5 yard pass from Sonny Jurgensen (Gene Mingo kick),27,6
5,4.0,Cowboys,Frank Clarke 16 yard pass from Craig Morton (Danny Villanueva kick),27,13
6,4.0,Cowboys,Pettis Norman 6 yard pass from Craig Morton (Danny Villanueva kick),27,20
