,Quarter,Time,Tm,Detail,SEA,DEN
0,1.0,,Seahawks,Ricky Watters 4 yard rush (Todd Peterson kick),7,0
1,2.0,,Broncos,Rod Smith 33 yard pass from John Elway (Jason Elam kick),7,7
2,2.0,1:06,Broncos,Shannon Sharpe 17 yard pass from John Elway (Jason Elam kick),7,14
3,3.0,1:06,Broncos,Terrell Davis 2 yard pass from John Elway (Jason Elam kick),7,21
4,4.0,1:06,Broncos,Shannon Sharpe 1 yard pass from John Elway (Jason Elam kick),7,28
5,4.0,1:06,Seahawks,Mike Pritchard 7 yard pass from Jon Kitna (Todd Peterson kick),14,28
6,4.0,1:38,Seahawks,Deems May 1 yard pass from Ricky Watters (Todd Peterson kick),21,28
