,Quarter,Tm,Detail,RAM,SFO
0,1.0,49ers,Roger Craig 1 yard rush,0,6
1,1.0,49ers,Jerry Rice 22 yard pass from Steve Young (Ray Wersching kick),0,13
2,2.0,49ers,Jerry Rice 50 yard pass from Steve Young (Ray Wersching kick),0,20
3,2.0,49ers,Mike Wilson 7 yard pass from Steve Young (Ray Wersching kick),0,27
4,3.0,49ers,John Frank 11 yard pass from Joe Montana (Ray Wersching kick),0,34
5,4.0,49ers,Mike Wilson 46 yard pass from Joe Montana (Ray Wersching kick),0,41
6,4.0,49ers,John Taylor 26 yard offensive fumble return (Ray Wersching kick),0,48
