,Quarter,Tm,Detail,GNB,DET
0,1.0,Lions,Earl McCullouch 60 yard pass from Bill Munson (Jerry DePoyster kick),0,7
1,1.0,Lions,Earl McCullouch 11 yard pass from Bill Munson (Jerry DePoyster kick),0,14
2,3.0,Packers,Carroll Dale 14 yard pass from Zeke Bratkowski (Chuck Mercein kick),7,14
3,4.0,Packers,Boyd Dowler 3 yard pass from Bart Starr (Chuck Mercein kick),14,14
