,Quarter,Tm,Detail,DET,GNB
0,1.0,Lions,Tobin Rote 2 yard rush (Bobby Layne kick),7,0
1,1.0,Lions,Jack Christiansen 29 yard interception return (Bobby Layne kick),14,0
2,2.0,Lions,Bobby Layne 15 yard field goal,17,0
3,4.0,Lions,Gene Gedman 1 yard rush (Bobby Layne kick),24,0
4,4.0,Packers,Bart Starr 1 yard rush (Fred Cone kick),24,7
5,4.0,Packers,Fred Cone 26 yard rush (Fred Cone kick),24,14
