,Quarter,Tm,Detail,PIT,PHI
0,1.0,Eagles,Timmy Brown 23 yard pass from Norm Snead (Sam Baker kick),0,7
1,2.0,Eagles,Timmy Brown 87 yard pass from Norm Snead (Sam Baker kick),0,14
2,4.0,Eagles,Pete Retzlaff 31 yard pass from Norm Snead (Sam Baker kick),0,21
3,4.0,Steelers,Jim Bradshaw 33 yard defensive fumble return (Mike Clark kick),7,21
