,Quarter,Tm,Detail,NYG,WAS
0,1.0,Giants,Don Heinrich 5 yard rush (Ben Agajanian kick),7,0
1,2.0,Giants,Frank Gifford 1 yard rush (Ben Agajanian kick),14,0
2,2.0,Redskins,Joe Scudero 94 yard kickoff return (Vic Janowicz kick),14,7
3,2.0,Giants,Ben Agajanian 38 yard field goal,17,7
4,2.0,Redskins,Leo Elter 28 yard pass from Eddie LeBaron,17,13
5,2.0,Redskins,Ralph Thomas 8 yard pass from Ralph Guglielmi (Norb Hecker kick),17,20
6,3.0,Giants,Ben Agajanian 25 yard field goal,20,20
7,4.0,Giants,Kyle Rote 27 yard pass from Charlie Conerly (Ben Agajanian kick),27,20
