,Quarter,Tm,Detail,NOR,SFO
0,1.0,49ers,Eason Ramson 1 yard pass from Joe Montana (Ray Wersching kick),0,7
1,2.0,49ers,Dwight Clark 14 yard pass from Joe Montana (Ray Wersching kick),0,14
2,2.0,49ers,Ray Wersching 33 yard field goal,0,17
3,3.0,49ers,Russ Francis 2 yard pass from Joe Montana (Ray Wersching kick),0,24
4,4.0,49ers,Ray Wersching 25 yard field goal,0,27
