,Quarter,Tm,Detail,NYG,PIT
0,2.0,Steelers,Dick Hoak 1 yard rush (Lou Michaels kick),0,7
1,2.0,Steelers,Lou Michaels 11 yard field goal,0,10
2,4.0,Steelers,Dick Hoak 2 yard pass from Ed Brown (Lou Michaels kick),0,17
3,4.0,Steelers,John Henry Johnson 1 yard rush (Lou Michaels kick),0,24
4,4.0,Steelers,Buddy Dial 46 yard pass from Ed Brown (Lou Michaels kick),0,31
