,Quarter,Tm,Detail,NYG,WAS
0,2.0,Giants,Pete Gogolak 30 yard field goal,3,0
1,2.0,Redskins,Roy Jefferson 2 yard pass from Sonny Jurgensen (Mark Moseley kick),3,7
2,3.0,Redskins,Larry Brown 10 yard pass from Sonny Jurgensen (Mark Moseley kick),3,14
3,3.0,Redskins,Moses Denson 15 yard pass from Sonny Jurgensen (Mark Moseley kick),3,21
4,4.0,Redskins,Mark Moseley 37 yard field goal,3,24
