,Quarter,Time,Tm,Detail,ATL,NOR
0,1.0,,Falcons,Bob Christian 1 yard rush (Morten Andersen kick),7,0
1,1.0,6:34,Falcons,Terance Mathis 62 yard pass from Chris Chandler (Morten Andersen kick),14,0
2,2.0,1:36,Saints,Fred Weary 63 yard interception return (Doug Brien kick),14,7
3,2.0,0:07,Falcons,Morten Andersen 49 yard field goal,17,7
4,3.0,0:07,Saints,Mark Fields 36 yard defensive fumble return (Doug Brien kick),17,14
5,4.0,0:07,Falcons,Morten Andersen 33 yard field goal,20,14
6,4.0,0:07,Saints,Doug Brien 36 yard field goal,20,17
7,4.0,0:07,Falcons,Terance Mathis 63 yard pass from Chris Chandler (Morten Andersen kick),27,17
