,Quarter,Tm,Detail,CHI,DET
0,1.0,Bears,George Gulyanics 4 yard rush (Johnny Lujack kick),7,0
1,2.0,Bears,George Gulyanics 2 yard rush (Johnny Lujack kick),14,0
2,3.0,Bears,Ken Kavanaugh 34 yard pass from Johnny Lujack (Johnny Lujack kick),21,0
3,4.0,Bears,Jim Keane 30 yard pass from Johnny Lujack (Johnny Lujack kick),28,0
4,4.0,Lions,Bob Smith 102 yard interception return (Bill Dudley kick),28,7
