,Quarter,Tm,Detail,RAM,SFO
0,2.0,Rams,Dick Bass 10 yard rush (Danny Villanueva kick),7,0
1,2.0,Rams,Dick Bass 6 yard rush (Danny Villanueva kick),14,0
2,2.0,49ers,Bernie Casey 48 yard pass from Lamar McHan (Tommy Davis kick),14,7
3,3.0,Rams,Art Perkins 1 yard rush (Danny Villanueva kick),21,7
4,3.0,49ers,Tommy Davis 36 yard field goal,21,10
5,4.0,49ers,J.D. Smith 14 yard pass from Bob Waters (Tommy Davis kick),21,17
